tag,cve,severity,feed,feed_group,package,package_path,package_type,package_version,fix,url,inherited,description,nvd_cvss_v2_vector,nvd_cvss_v3_vector,vendor_cvss_v2_vector,vendor_cvss_v3_vector,Justification
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-27618,Low,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2020-27618,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-27645,Low,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-27645,no_data,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",AV:L/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3326,Medium,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-3326,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in v2.33 on 2/1/2021. RH has not patched
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2019-25013,High,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2019-25013,no_data,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read.",AV:N/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 2.33 on 12/21/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-27618,Low,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2020-27618,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-27645,Low,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-27645,no_data,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",AV:L/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3326,Medium,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-3326,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in v2.33 on 2/1/2021. RH has not patched
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20231,Medium,vulnerabilities,rhel:8,gnutls-3.6.14-7.el8_3,pkgdb,rpm,3.6.14-7.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-20231,no_data,A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.,,,,,Patched upstream in version 3.7.1 on 3/10/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20232,Medium,vulnerabilities,rhel:8,gnutls-3.6.14-7.el8_3,pkgdb,rpm,3.6.14-7.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-20232,no_data,A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.,,,,,Patched upstream in version 3.7.1 on 3/10/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-28196,Medium,vulnerabilities,rhel:8,krb5-libs-1.18.2-5.el8,pkgdb,rpm,1.18.2-5.el8,None,https://access.redhat.com/security/cve/CVE-2020-28196,no_data,MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 1.18.3 on 11/3/2020. Readhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-8231,Low,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8231,no_data,"Due to use of a dangling pointer, libcurl 7.29.0 through 7.71.1 can use the wrong connection when sending data.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,Published 2020-08-18. Fix available upstream in Fedora 32 (2020-08-21). Red Hat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-8284,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8284,no_data,"A malicious server can use the FTP PASV response to trick curl 7.73.0 and earlier into connecting back to a given IP address and port, and this way potentially make curl extract information about services that are otherwise private and not disclosed, for example doing port scanning and service banner extractions.",AV:N/AC:M/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-8285,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8285,no_data,curl 7.21.0 to and including 7.73.0 is vulnerable to uncontrolled recursion due to a stack overflow issue in FTP wildcard match parsing.,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-8286,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8286,no_data,curl 7.41.0 through 7.73.0 is vulnerable to an improper check for certificate revocation due to insufficient verification of the OCSP response.,AV:N/AC:L/Au:N/C:N/I:P/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-16135,Low,vulnerabilities,rhel:8,libssh-0.9.4-2.el8,pkgdb,rpm,0.9.4-2.el8,None,https://access.redhat.com/security/cve/CVE-2020-16135,no_data,libssh 0.9.4 has a NULL pointer dereference in tftpserver.c if ssh_buffer_new returns NULL.,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream has a patch but not released yet in June 2020. RH has no patch.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-16135,Low,vulnerabilities,rhel:8,libssh-config-0.9.4-2.el8,pkgdb,rpm,0.9.4-2.el8,None,https://access.redhat.com/security/cve/CVE-2020-16135,no_data,libssh 0.9.4 has a NULL pointer dereference in tftpserver.c if ssh_buffer_new returns NULL.,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream has a patch but not released yet in June 2020. RH has no patch.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-24977,Medium,vulnerabilities,rhel:8,libxml2-2.9.7-8.el8,pkgdb,rpm,2.9.7-8.el8,None,https://access.redhat.com/security/cve/CVE-2020-24977,no_data,GNOME project libxml2 v2.9.10 has a global buffer over-read vulnerability in xmlEncodeEntitiesInternal at libxml2/entities.c. The issue has been fixed in commit 50f06b3e.,AV:N/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,,,There was a commit to fix issue on 8/3/2020 but not included in stable release yet. No patch available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-24370,Low,vulnerabilities,rhel:8,lua-libs-5.3.4-11.el8,pkgdb,rpm,5.3.4-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-24370,no_data,"ldebug.c in Lua 5.4.0 allows a negation overflow and segmentation fault in getlocal and setlocal, as demonstrated by getlocal(3,2^31).",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,,Upstream patched on 7/27/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-23840,Medium,vulnerabilities,rhel:8,openssl-libs-1.1.1g-12.el8_3,pkgdb,rpm,1.1.1g-12.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-23840,no_data,"Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Vendor patched in version 1.1.1j on 2/16/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-23841,Medium,vulnerabilities,rhel:8,openssl-libs-1.1.1g-12.el8_3,pkgdb,rpm,1.1.1g-12.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-23841,no_data,The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Vendor patched in version 1.1.1j on 2/16/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29361,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29361,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29362,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29362,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29363,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29363,no_data,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29361,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29361,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29362,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29362,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-29363,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29363,no_data,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-27619,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2020-27619,no_data,"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Upstream patched on 10/19/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-23336,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-23336,no_data,"The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter.",AV:N/AC:H/Au:N/C:N/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3177,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3177,no_data,"Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3426,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3426,no_data,none,,,,,No upstream fix is available.
