tag,cve,severity,feed,feed_group,package,package_path,package_type,package_version,fix,url,inherited,description,nvd_cvss_v2_vector,nvd_cvss_v3_vector,vendor_cvss_v2_vector,vendor_cvss_v3_vector,Justification
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27218,Medium,vulnerabilities,rhel:8,glib2-2.56.4-8.el8,pkgdb,rpm,2.56.4-8.el8,None,https://access.redhat.com/security/cve/CVE-2021-27218,no_data,"An issue was discovered in GNOME GLib before 2.66.7 and 2.67.x before 2.67.4. If g_byte_array_new_take() was called with a buffer of 4GB or more on a 64-bit platform, the length would be truncated modulo 2**32, causing unintended length truncation.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 2.66.7 on 2/11/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27219,Medium,vulnerabilities,rhel:8,glib2-2.56.4-8.el8,pkgdb,rpm,2.56.4-8.el8,None,https://access.redhat.com/security/cve/CVE-2021-27219,no_data,An issue was discovered in GNOME GLib before 2.66.6 and 2.67.x before 2.67.3. The function g_bytes_new has an integer overflow on 64-bit platforms due to an implicit cast from 64 bits to 32 bits. The overflow could potentially lead to memory corruption.,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 2.66.7 on 2/11/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-28153,Low,vulnerabilities,rhel:8,glib2-2.56.4-8.el8,pkgdb,rpm,2.56.4-8.el8,None,https://access.redhat.com/security/cve/CVE-2021-28153,no_data,"An issue was discovered in GNOME GLib before 2.66.8. When g_file_replace() is used with G_FILE_CREATE_REPLACE_DESTINATION to replace a path that is a dangling symlink, it incorrectly also creates the target of the symlink as an empty file, which could conceivably have security relevance if the symlink is attacker-controlled. (If the path is a symlink to a file that already exists, then the contents of that file correctly remain unchanged.)",,,,,Patched upstream in version 2.66.7 on 2/11/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2019-25013,High,vulnerabilities,rhel:8,glibc-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2019-25013,no_data,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read.",AV:N/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 2.33 on 12/21/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27618,Low,vulnerabilities,rhel:8,glibc-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2020-27618,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27645,Low,vulnerabilities,rhel:8,glibc-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-27645,no_data,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",AV:L/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3326,Medium,vulnerabilities,rhel:8,glibc-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-3326,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 2.33 on 2/1/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2019-25013,High,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2019-25013,no_data,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read.",AV:N/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 2.33 on 12/21/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27618,Low,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2020-27618,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27645,Low,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-27645,no_data,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",AV:L/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3326,Medium,vulnerabilities,rhel:8,glibc-common-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-3326,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 2.33 on 2/1/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2019-25013,High,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2019-25013,no_data,"The iconv feature in the GNU C Library (aka glibc or libc6) through 2.32, when processing invalid multi-byte input sequences in the EUC-KR encoding, may have a buffer over-read.",AV:N/AC:M/Au:N/C:N/I:N/A:C,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 2.33 on 12/21/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27618,Low,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2020-27618,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid multi-byte input sequences in IBM1364, IBM1371, IBM1388, IBM1390, and IBM1399 encodings, fails to advance the input state, which could lead to an infinite loop in applications, resulting in a denial of service, a different vulnerability from CVE-2016-10228.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27645,Low,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-27645,no_data,"The nameserver caching daemon (nscd) in the GNU C Library (aka glibc or libc6) 2.29 through 2.33, when processing a request for netgroup lookup, may crash due to a double-free, potentially resulting in degraded service or Denial of Service on the local system. This is related to netgroupcache.c.",AV:L/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3326,Medium,vulnerabilities,rhel:8,glibc-minimal-langpack-2.28-127.el8_3.2,pkgdb,rpm,2.28-127.el8_3.2,None,https://access.redhat.com/security/cve/CVE-2021-3326,no_data,"The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing invalid input sequences in the ISO-2022-JP-3 encoding, fails an assertion in the code path and aborts the program, potentially resulting in a denial of service.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 2.33 on 2/1/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20231,Medium,vulnerabilities,rhel:8,gnutls-3.6.14-7.el8_3,pkgdb,rpm,3.6.14-7.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-20231,no_data,A flaw was found in gnutls. A use after free issue in client sending key_share extension may lead to memory corruption and other consequences.,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.7.1 on 3/10/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20232,Medium,vulnerabilities,rhel:8,gnutls-3.6.14-7.el8_3,pkgdb,rpm,3.6.14-7.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-20232,no_data,A flaw was found in gnutls. A use after free issue in client_send_params in lib/ext/pre_shared_key.c may lead to memory corruption and other potential consequences.,AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.7.1 on 3/10/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-28196,Medium,vulnerabilities,rhel:8,krb5-libs-1.18.2-5.el8,pkgdb,rpm,1.18.2-5.el8,None,https://access.redhat.com/security/cve/CVE-2020-28196,no_data,MIT Kerberos 5 (aka krb5) before 1.17.2 and 1.18.x before 1.18.3 allows unbounded recursion via an ASN.1-encoded Kerberos message because the lib/krb5/asn.1/asn1_encode.c support for BER indefinite lengths lacks a recursion limit.,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 1.18.3 on 11/3/2020. Readhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8231,Low,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8231,no_data,"Due to use of a dangling pointer, libcurl 7.29.0 through 7.71.1 can use the wrong connection when sending data.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,Published 2020-08-18. Fix available upstream in Fedora 32 (2020-08-21). Red Hat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8284,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8284,no_data,"A malicious server can use the FTP PASV response to trick curl 7.73.0 and earlier into connecting back to a given IP address and port, and this way potentially make curl extract information about services that are otherwise private and not disclosed, for example doing port scanning and service banner extractions.",AV:N/AC:M/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8285,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8285,no_data,curl 7.21.0 to and including 7.73.0 is vulnerable to uncontrolled recursion due to a stack overflow issue in FTP wildcard match parsing.,AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8286,Medium,vulnerabilities,rhel:8,libcurl-7.61.1-14.el8_3.1,pkgdb,rpm,7.61.1-14.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-8286,no_data,curl 7.41.0 through 7.73.0 is vulnerable to an improper check for certificate revocation due to insufficient verification of the OCSP response.,AV:N/AC:L/Au:N/C:N/I:P/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,,Upstream patched in version 7.74.0 on 12/9/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445,Medium,vulnerabilities,rhel:8,libdnf-0.48.0-5.el8,pkgdb,rpm,0.48.0-5.el8,None,https://access.redhat.com/security/cve/CVE-2021-3445,no_data,none,,,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-16135,Low,vulnerabilities,rhel:8,libssh-0.9.4-2.el8,pkgdb,rpm,0.9.4-2.el8,None,https://access.redhat.com/security/cve/CVE-2020-16135,no_data,libssh 0.9.4 has a NULL pointer dereference in tftpserver.c if ssh_buffer_new returns NULL.,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream has a patch but not released yet in June 2020. RH has no patch.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-16135,Low,vulnerabilities,rhel:8,libssh-config-0.9.4-2.el8,pkgdb,rpm,0.9.4-2.el8,None,https://access.redhat.com/security/cve/CVE-2020-16135,no_data,libssh 0.9.4 has a NULL pointer dereference in tftpserver.c if ssh_buffer_new returns NULL.,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Upstream has a patch but not released yet in June 2020. RH has no patch.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24977,Medium,vulnerabilities,rhel:8,libxml2-2.9.7-8.el8,pkgdb,rpm,2.9.7-8.el8,None,https://access.redhat.com/security/cve/CVE-2020-24977,no_data,GNOME project libxml2 v2.9.10 has a global buffer over-read vulnerability in xmlEncodeEntitiesInternal at libxml2/entities.c. The issue has been fixed in commit 50f06b3e.,AV:N/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,,,There was a commit to fix issue on 8/3/2020 but not included in stable release yet. No patch available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24370,Low,vulnerabilities,rhel:8,lua-libs-5.3.4-11.el8,pkgdb,rpm,5.3.4-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-24370,no_data,"ldebug.c in Lua 5.4.0 allows a negation overflow and segmentation fault in getlocal and setlocal, as demonstrated by getlocal(3,2^31).",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,,,Published 2020-07-23. Fix available upstream in lua master branch 2020-07-27. Red Hat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23840,Medium,vulnerabilities,rhel:8,openssl-libs-1.1.1g-12.el8_3,pkgdb,rpm,1.1.1g-12.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-23840,no_data,"Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 1.1.1j on 2/16/21. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23841,Medium,vulnerabilities,rhel:8,openssl-libs-1.1.1g-12.el8_3,pkgdb,rpm,1.1.1g-12.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-23841,no_data,The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 1.1.1j on 2/16/21. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29361,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29361,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
