image_id,repo_tag,trigger_id,gate,trigger,check_output,gate_action,policy_id,matched_rule_id,whitelist_id,whitelist_name,inherited,Justification
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27618+glibc-minimal-langpack,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - glibc-minimal-langpack (CVE-2020-27618 - https://access.redhat.com/security/cve/CVE-2020-27618),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-27645+glibc-minimal-langpack,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - glibc-minimal-langpack (CVE-2021-27645 - https://access.redhat.com/security/cve/CVE-2021-27645),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3326+glibc-minimal-langpack,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - glibc-minimal-langpack (CVE-2021-3326 - https://access.redhat.com/security/cve/CVE-2021-3326),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20231+gnutls,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - gnutls (CVE-2021-20231 - https://access.redhat.com/security/cve/CVE-2021-20231),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20232+gnutls,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - gnutls (CVE-2021-20232 - https://access.redhat.com/security/cve/CVE-2021-20232),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-28196+krb5-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - krb5-libs (CVE-2020-28196 - https://access.redhat.com/security/cve/CVE-2020-28196),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8231+libcurl,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - libcurl (CVE-2020-8231 - https://access.redhat.com/security/cve/CVE-2020-8231),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8284+libcurl,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - libcurl (CVE-2020-8284 - https://access.redhat.com/security/cve/CVE-2020-8284),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8285+libcurl,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - libcurl (CVE-2020-8285 - https://access.redhat.com/security/cve/CVE-2020-8285),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-8286+libcurl,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - libcurl (CVE-2020-8286 - https://access.redhat.com/security/cve/CVE-2020-8286),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445+libdnf,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - libdnf (CVE-2021-3445 - https://access.redhat.com/security/cve/CVE-2021-3445),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-16135+libssh,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - libssh (CVE-2020-16135 - https://access.redhat.com/security/cve/CVE-2020-16135),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-16135+libssh-config,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - libssh-config (CVE-2020-16135 - https://access.redhat.com/security/cve/CVE-2020-16135),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24977+libxml2,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - libxml2 (CVE-2020-24977 - https://access.redhat.com/security/cve/CVE-2020-24977),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24370+lua-libs,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - lua-libs (CVE-2020-24370 - https://access.redhat.com/security/cve/CVE-2020-24370),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23840+openssl-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - openssl-libs (CVE-2021-23840 - https://access.redhat.com/security/cve/CVE-2021-23840),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23841+openssl-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - openssl-libs (CVE-2021-23841 - https://access.redhat.com/security/cve/CVE-2021-23841),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29361+p11-kit,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit (CVE-2020-29361 - https://access.redhat.com/security/cve/CVE-2020-29361),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29362+p11-kit,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit (CVE-2020-29362 - https://access.redhat.com/security/cve/CVE-2020-29362),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29363+p11-kit,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit (CVE-2020-29363 - https://access.redhat.com/security/cve/CVE-2020-29363),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29361+p11-kit-trust,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit-trust (CVE-2020-29361 - https://access.redhat.com/security/cve/CVE-2020-29361),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29362+p11-kit-trust,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit-trust (CVE-2020-29362 - https://access.redhat.com/security/cve/CVE-2020-29362),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29363+p11-kit-trust,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - p11-kit-trust (CVE-2020-29363 - https://access.redhat.com/security/cve/CVE-2020-29363),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27619+platform-python,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - platform-python (CVE-2020-27619 - https://access.redhat.com/security/cve/CVE-2020-27619),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23336+platform-python,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - platform-python (CVE-2021-23336 - https://access.redhat.com/security/cve/CVE-2021-23336),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
